City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,ghanzi,-21.5667,21.7833,16.65,24,6,2.97,BW,1693630960
277,naze,28.3667,129.4833,28.51,82,13,6.77,JP,1693630961
278,beloyarskiy,63.7119,66.6722,16.11,64,96,1.34,RU,1693630961
279,fale old settlement,-9.3852,-171.2468,28.2,79,32,9.32,TK,1693630962
280,tromso,69.6496,18.957,11.32,87,75,1.03,NO,1693630912
281,west fargo,46.875,-96.9004,23.34,69,0,1.54,US,1693630964
282,sinabang,2.4803,96.3801,28.06,73,100,2.49,ID,1693630964
283,coahuayana de hidalgo,18.7,-103.6583,26.54,90,99,0.44,MX,1693630965
284,castillos,-34.1667,-53.8333,15.38,97,100,3.5,UY,1693630965
285,nar'yan-mar,67.6713,53.087,15.14,78,100,3.59,RU,1693630965
286,flying fish cove,-10.4217,105.6791,26.82,61,40,7.2,CX,1693630966
287,lisakovsk,52.5369,62.4936,11.6,86,100,7.47,KZ,1693630966
288,jorpeland,59.0225,6.0408,13.18,89,78,2.51,NO,1693630967
289,constantia,44.1833,28.65,21.5,62,0,6.54,RO,1693630967
290,buka,40.8108,69.1986,27.85,15,0,2.65,UZ,1693630968
291,kolokani,13.5728,-8.0339,24.61,76,30,3.17,ML,1693630968
292,sao joao da barra,-21.6403,-41.0511,21.75,79,51,6.79,BR,1693630969
293,katsuura,35.1333,140.3,28.99,70,55,3.39,JP,1693630969
294,selfoss,63.9331,-20.9971,11.69,92,100,10.02,IS,1693630970
295,peskovka,59.0448,52.3606,14.12,71,32,2.16,RU,1693630970
296,sitka,57.0531,-135.33,12.82,92,98,2.25,US,1693630970
297,kone,-21.0595,164.8658,23.78,65,86,2.89,NC,1693630971
298,porto cristo,39.5395,3.333,23.51,69,36,6.12,ES,1693630971
299,vac,47.7759,19.1361,16.61,80,63,0.08,HU,1693630971
300,kalaleh,37.3807,55.4916,26.78,44,0,0.0,IR,1693630972
301,medicine hat,50.0501,-110.6683,16.24,63,0,2.57,CA,1693630680
302,ostashkov,57.1467,33.1075,14.3,91,93,1.54,RU,1693630973
303,saldanha,-33.0117,17.9442,4.03,65,74,2.84,ZA,1693630973
304,cowra,-33.8333,148.6833,17.43,38,0,1.99,AU,1693630973
305,rolla,37.9514,-91.7713,19.04,81,0,4.12,US,1693630974
306,berdigestyakh,62.0989,126.6992,10.36,35,98,3.82,RU,1693630974
307,ashland,40.8167,-82.2665,17.3,95,0,2.16,US,1693630919
308,whitehorse,60.7161,-135.0538,15.43,38,75,5.14,CA,1693630975
309,kolaras,25.2333,77.6,29.23,62,22,5.31,IN,1693630975
310,mulanje,-16.0316,35.5,22.86,52,0,0.97,MW,1693630975
311,tuy hoa,13.0833,109.3,34.46,50,93,4.03,VN,1693630976
312,encarnacion de diaz,21.5167,-102.2333,19.55,61,89,2.78,MX,1693630775
313,nosy varika,-20.5833,48.5333,21.05,75,1,1.38,MG,1693630977
314,laguna,38.421,-121.4238,19.62,75,0,5.14,US,1693630855
315,kievka,50.2619,71.5514,16.72,50,43,4.38,KZ,1693630977
316,south hedland,-20.4089,118.5983,32.96,21,4,4.63,AU,1693630978
317,araripe,-7.2125,-40.0461,17.91,51,0,2.17,BR,1693630978
318,can tho,10.0333,105.7833,23.99,100,75,4.63,VN,1693630979
319,dampit,-8.2116,112.7493,30.01,39,11,3.26,ID,1693630979
320,zyryanovsk,49.7386,84.2719,19.9,39,81,0.51,KZ,1693630980
321,al bawiti,28.3492,28.8659,23.81,74,0,4.66,EG,1693630980
322,east ballina,-28.8667,153.5833,22.67,54,8,5.01,AU,1693630784
323,star dojran,41.1875,22.7208,21.54,47,14,2.34,MK,1693630981
324,mao,39.8885,4.2658,23.31,78,0,5.14,ES,1693630981
325,chopinzinho,-25.8558,-52.5233,18.31,57,100,4.41,BR,1693630981
326,petropavlovsk-kamchatsky,53.0452,158.6483,20.33,64,75,6.0,RU,1693630982
327,tambopata,-12.7333,-69.1833,23.34,86,40,1.04,PE,1693630982
328,eyl,7.9803,49.8164,27.4,63,73,10.99,SO,1693630983
329,mount isa,-20.7333,139.5,27.87,14,0,4.12,AU,1693630811
330,kingston,17.997,-76.7936,29.53,87,20,4.63,JM,1693630823
331,kapa'a,22.0752,-159.319,27.99,80,100,7.72,US,1693630984
332,micheweni,-4.9667,39.8333,25.02,74,53,4.22,TZ,1693630984
333,kourou,5.1552,-52.6478,24.03,81,3,3.6,GF,1693630985
334,fuling,29.7022,107.3919,30.69,58,43,1.98,CN,1693630985
335,happy valley-goose bay,53.3168,-60.3315,12.17,71,75,7.2,CA,1693630808
336,shunyi,40.125,116.6453,26.97,69,20,2.0,CN,1693630987
337,labrador city,52.9463,-66.9114,10.95,82,100,1.54,CA,1693630807
338,ulladulla,-35.35,150.4667,19.87,55,35,4.0,AU,1693630987
339,kavaratti,10.5669,72.642,27.98,76,100,5.21,IN,1693630988
340,northam,51.0333,-4.2167,14.61,85,85,0.85,GB,1693630988
341,alta,69.9689,23.2717,11.59,89,75,2.06,NO,1693630988
342,languyan,5.2618,120.0807,29.96,68,83,4.8,PH,1693630989
343,grantsville,40.5999,-112.4644,22.2,50,40,10.29,US,1693630989
344,walvis bay,-22.9575,14.5053,8.94,93,0,3.6,NA,1693630989
345,holualoa,19.6228,-155.9522,25.91,78,20,3.09,US,1693630990
346,dryden,49.7833,-92.7503,18.16,77,0,2.57,CA,1693630935
347,liwale,-9.7667,37.9333,21.37,77,44,1.21,TZ,1693630991
348,siwa oasis,29.2041,25.5195,26.49,53,0,2.02,EG,1693630991
349,springs,-26.25,28.4,15.93,53,0,4.12,ZA,1693630991
350,juneau,58.3019,-134.4197,14.01,100,100,3.09,US,1693630992
351,lorengau,-2.0226,147.2712,28.56,74,78,7.04,PG,1693630993
352,zhangjiakou shi xuanhua qu,40.6103,115.0447,27.03,53,41,4.31,CN,1693630993
353,galliano,29.4422,-90.2992,28.0,89,0,1.54,US,1693630751
354,nouadhibou,20.931,-17.0347,25.99,53,72,3.6,MR,1693630994
355,ciudad insurgentes,25.2625,-111.7753,28.54,70,21,3.55,MX,1693630994
356,ghadamis,30.1337,9.5007,29.59,33,1,4.33,LY,1693630913
357,las tablas,7.7667,-80.2833,26.76,99,96,1.54,PA,1693630995
358,galich,58.3797,42.3475,17.43,70,33,2.75,RU,1693630995
359,luuq,3.7938,42.5445,25.86,59,20,8.4,SO,1693630996
360,pandan,14.0453,124.1694,31.77,62,100,6.67,PH,1693630996
361,alesund,62.4723,6.1549,12.64,87,75,2.57,NO,1693630997
362,pedro ii,-4.4247,-41.4586,18.97,63,0,1.93,BR,1693630997
363,inarajan village,13.2736,144.7484,32.08,82,87,6.38,GU,1693630997
364,nemuro,43.3236,145.575,20.0,93,100,6.71,JP,1693630998
365,anadyr,64.75,177.4833,10.28,66,40,7.0,RU,1693630998
366,kokpekty,48.75,82.4,20.65,36,99,4.11,KZ,1693630998
367,laojunmiao,39.8333,97.7333,27.04,12,0,6.8,CN,1693630999
368,pacific grove,36.6177,-121.9166,17.99,88,75,2.06,US,1693630999
369,machali,-34.1833,-70.6667,10.96,66,100,1.54,CL,1693630999
370,tual,-5.6667,132.75,24.97,76,49,8.67,ID,1693631000
371,murzuq,25.9155,13.9184,28.82,25,14,4.24,LY,1693631000
372,nizhneudinsk,54.9076,99.0276,13.91,96,100,1.96,RU,1693631000
373,chernyshevskiy,63.0128,112.4714,10.99,35,9,2.51,RU,1693631001
374,qamdo,31.1667,97.2333,12.87,27,0,0.52,CN,1693631001
375,lovosice,50.515,14.051,17.41,99,89,0.89,CZ,1693631002
376,kismayo,-0.3582,42.5454,25.94,74,48,6.58,SO,1693631002
377,preobrazheniye,42.9019,133.9064,24.14,61,0,3.93,RU,1693631002
378,arilje,43.7531,20.0956,11.2,77,0,1.23,RS,1693631003
379,lensk,60.7253,114.9278,11.8,38,6,2.94,RU,1693631003
380,salekhard,66.53,66.6019,14.34,45,94,1.38,RU,1693631004
381,newman,37.3138,-121.0208,22.13,71,33,1.34,US,1693631004
382,saint-philippe,-21.3585,55.7679,23.77,72,21,4.41,RE,1693631005
383,santa ana de yacuma,-13.75,-65.4333,28.64,53,45,3.59,BO,1693631000
384,lodja,-3.4833,23.4333,22.86,80,76,0.89,CD,1693631006
385,saipan,15.1355,145.701,31.39,74,40,6.69,MP,1693631007
386,maragogi,-9.0122,-35.2225,22.43,91,16,1.17,BR,1693630818
387,celestun,20.8667,-90.4,27.72,84,22,4.67,MX,1693631007
388,tura,25.5198,90.2201,31.24,64,33,1.63,IN,1693631008
389,touros,-5.1989,-35.4608,22.77,91,3,4.46,BR,1693631008
390,huanuni,-18.2667,-66.85,2.68,34,70,3.42,BO,1693631008
391,inirida,3.8653,-67.9239,23.52,94,86,1.25,CO,1693631009
392,coyhaique,-45.5752,-72.0662,0.97,86,40,1.54,CL,1693631009
393,minas de marcona,-15.2119,-75.1103,11.9,89,47,4.82,PE,1693631010
394,baikonur,45.6167,63.3167,23.45,33,1,6.18,KZ,1693631010
395,san pedro,14.35,121.0167,27.57,95,75,5.14,PH,1693631011
396,constitucion,-35.3333,-72.4167,12.0,86,100,4.96,CL,1693630817
397,le vauclin,14.5452,-60.8388,26.03,94,0,1.54,MQ,1693631011
398,haiku-pauwela,20.9219,-156.3051,25.02,76,40,7.72,US,1693631012
399,vila franca do campo,37.7167,-25.4333,22.23,88,44,2.57,PT,1693631012
400,bardai,11.65,7.2333,21.8,91,90,3.81,NG,1693631013
401,knyaze-volkonskoye,48.4642,135.4567,24.19,61,27,5.77,RU,1693631013
402,vega de alatorre,20.0333,-96.6333,27.18,79,63,1.57,MX,1693631013
403,mahajanga,-15.7167,46.3167,23.01,64,20,4.12,MG,1693631014
404,hamilton,39.1834,-84.5333,22.06,84,0,0.45,US,1693631014
405,arkhangel'sk,64.5401,40.5433,18.38,83,12,2.39,RU,1693631014
406,copiapo,-27.3667,-70.3333,11.83,67,29,0.9,CL,1693631015
407,pozanti,37.4278,34.8717,25.09,47,0,0.54,TR,1693631015
408,muynoq,43.7683,59.0214,25.2,28,6,3.28,UZ,1693631015
409,turkmenbasy,40.0222,52.9552,24.43,27,0,3.09,TM,1693631016
410,bathsheba,13.2167,-59.5167,28.34,83,20,6.69,BB,1693631016
411,birao,10.2849,22.7882,22.52,89,36,0.89,CF,1693631017
412,paulden,34.8856,-112.4682,19.77,84,96,0.89,US,1693631017
413,puerto leguizamo,-0.1934,-74.7819,23.23,91,90,0.65,CO,1693631018
414,socorro,31.6546,-106.3033,31.38,20,20,2.57,US,1693631018
415,saint-francois,46.4154,3.9054,13.69,94,0,0.0,FR,1693631018
416,al qusayr,34.5091,36.5798,23.52,66,0,1.41,SY,1693631019
417,camalu,30.85,-116.0667,24.25,85,6,2.03,MX,1693631019
418,rakitovo,41.9833,24.0833,17.4,63,66,0.66,BG,1693631020
419,yuzhno-kurilsk,44.0306,145.8556,20.18,95,100,4.34,RU,1693631020
420,apiai,-24.5094,-48.8425,10.22,93,72,0.93,BR,1693630797
421,cabugao,17.7931,120.4578,27.72,95,100,4.87,PH,1693631021
422,formosa do rio preto,-11.0483,-45.1931,25.43,42,60,2.52,BR,1693631021
423,zaporizhia,47.8167,35.1833,19.58,74,52,5.58,UA,1693630853
424,andilamena,-17.0167,48.5833,15.76,73,100,3.62,MG,1693631022
425,banisilan,7.4908,124.7242,30.26,58,60,4.97,PH,1693631022
426,oriximina,-1.7656,-55.8661,26.07,57,18,1.48,BR,1693631023
427,shantobe,52.4581,68.1839,10.73,88,100,4.11,KZ,1693631023
428,belaya kholunitsa,58.84,50.8528,14.4,71,5,2.34,RU,1693631023
429,williston,48.147,-103.618,24.06,33,68,0.94,US,1693631024
430,tralee,52.2704,-9.7026,12.05,93,3,1.21,IE,1693631024
431,mhamid,29.82,-5.72,29.15,15,95,1.53,MA,1693631024
432,wenling,28.3669,121.36,25.26,88,100,3.44,CN,1693630833
433,laborde,-33.1532,-62.8566,17.68,91,100,3.57,AR,1693631025
434,simanggang,1.2472,111.4528,31.99,66,40,1.03,MY,1693631026
435,cockburn town,21.4612,-71.1419,28.76,75,100,5.2,TC,1693630950
436,argo,37.6333,22.7333,23.77,42,3,1.88,GR,1693630999
437,ilabaya,-17.4208,-70.5133,17.37,48,19,1.06,PE,1693631027
438,tinogasta,-28.0632,-67.5649,14.7,29,1,0.62,AR,1693630852
439,honggang,46.4667,124.8667,28.12,41,1,7.31,CN,1693631028
440,vila velha,-20.3297,-40.2925,21.97,96,100,1.54,BR,1693630840
441,stettler,52.3168,-112.7186,19.86,49,40,6.69,CA,1693631029
442,callao,-12.0667,-77.15,20.4,77,100,4.12,PE,1693631029
443,mostaganem,35.9311,0.0892,24.21,75,100,7.09,DZ,1693631029
444,khandud,36.9513,72.318,17.8,30,1,1.89,AF,1693631030
445,ronneby,56.21,15.276,12.28,100,69,2.06,SE,1693631030
446,labytnangi,66.6572,66.4183,14.83,47,95,0.85,RU,1693631030
447,san ignacio,17.1561,-89.0714,26.08,94,0,2.06,BZ,1693631031
448,novotroitsk,51.203,58.3266,13.39,63,50,6.5,RU,1693631031
449,brisas de zicatela,15.8369,-97.0419,26.29,73,20,0.0,MX,1693631031
450,jacksonville,30.3322,-81.6556,26.68,80,100,3.09,US,1693630796
451,mora,11.0461,14.1401,22.91,78,94,2.74,CM,1693631032
452,upata,8.0086,-62.3989,25.11,94,49,1.61,VE,1693631032
453,dokshytsy,54.8924,27.7689,13.68,65,94,4.76,BY,1693631033
454,bejaia,36.7559,5.0843,22.6,68,0,1.54,DZ,1693630976
455,vadso,70.0744,29.7487,14.49,100,100,1.54,NO,1693631033
456,rikaze,29.25,88.8833,20.27,19,0,1.12,CN,1693631034
457,kupino,54.3663,77.2981,20.21,44,54,4.36,RU,1693631034
458,piacabucu,-10.4056,-36.4344,22.92,89,14,2.81,BR,1693630969
459,kudahuvadhoo,2.6708,72.8944,26.82,79,97,5.62,MV,1693631035
460,piti village,13.4626,144.6933,32.03,78,40,6.69,GU,1693631035
461,yung shue wan,22.2333,114.1167,26.56,94,100,0.45,HK,1693630852
462,antalaha,-14.9003,50.2788,22.42,72,42,2.45,MG,1693631036
463,san pedro pochutla,15.7333,-96.4667,25.4,87,40,2.21,MX,1693631036
464,ornskoldsvik,63.2909,18.7153,14.53,100,100,1.54,SE,1693631037
465,hilo,19.7297,-155.09,25.85,85,100,0.45,US,1693631037
466,dunedin,-45.8742,170.5036,9.89,76,84,2.24,NZ,1693630889
467,senirkent,38.1044,30.5486,21.03,65,77,2.49,TR,1693631038
468,andergrove,-21.0833,149.1833,28.14,65,0,6.62,AU,1693631039
469,alenquer,-1.9417,-54.7383,27.76,50,76,1.9,BR,1693631039
470,antsiranana,-12.2787,49.2917,23.42,64,20,6.17,MG,1693631039
471,okha,53.5739,142.9478,19.43,64,74,4.45,RU,1693631040
472,al khums,32.6486,14.2619,25.44,81,0,3.31,LY,1693631040
473,masaka,-0.3338,31.7341,20.79,64,14,1.41,UG,1693631041
474,naberera,-4.2,36.9333,16.22,71,68,4.21,TZ,1693631041
475,mbanza-ngungu,-5.25,14.8667,19.24,81,3,2.05,CD,1693631041
476,silver city,32.7701,-108.2803,21.49,52,95,1.79,US,1693631042
477,choix,26.7092,-108.3219,25.72,88,28,0.16,MX,1693631042
478,polyarnyy,69.1989,33.4478,15.46,92,98,3.87,RU,1693631043
479,afaahiti,-17.75,-149.2833,22.93,75,98,5.8,PF,1693631043
480,williamsport,41.2412,-77.0011,14.18,93,0,0.7,US,1693631001
481,oltinko'l,40.8011,72.1634,29.23,17,0,1.79,UZ,1693631044
482,hukumati azrah,34.1736,69.6457,22.11,46,0,0.93,AF,1693631044
483,chul'man,56.8479,124.9104,6.66,46,98,5.91,RU,1693631045
484,kingscliff,-28.2667,153.5667,21.52,49,25,5.66,AU,1693631045
485,timimoun,29.2639,0.231,29.21,32,0,5.66,DZ,1693631046
486,rosario oeste,-14.8361,-56.4275,27.62,52,10,1.58,BR,1693631046
487,villa madero,19.4,-101.2667,14.12,96,99,1.62,MX,1693631046
488,valle de la pascua,9.2155,-66.0073,24.93,83,72,1.46,VE,1693631047
489,new ulm,44.3125,-94.4605,22.21,73,0,2.06,US,1693630773
490,keflavik,64.0049,-22.5624,12.24,87,100,12.86,IS,1693631048
491,cedeira,43.6797,-8.0209,14.1,79,55,1.75,ES,1693631048
492,guerrero negro,27.9769,-114.0611,23.89,83,5,3.73,MX,1693631048
493,opuwo,-18.0607,13.84,16.57,50,6,0.76,NA,1693631049
494,palikir - national government center,6.9248,158.1611,27.47,94,100,3.09,FM,1693631049
495,inzhavino,52.3185,42.4937,18.5,49,66,2.83,RU,1693631050
496,barra de santo antonio,-9.4047,-35.5072,21.6,87,12,1.77,BR,1693631050
497,latur,18.4,76.5833,30.47,50,75,2.66,IN,1693631050
498,arinos,-15.9169,-46.1056,21.93,86,18,1.98,BR,1693631051
499,pucheng,27.9233,118.5333,25.24,85,99,0.2,CN,1693631051
500,acarau,-2.8856,-40.12,23.79,82,1,5.27,BR,1693630870
501,choma,-16.8065,26.9531,15.7,27,0,2.24,ZM,1693631052
502,mont-dore,-22.2833,166.5833,21.99,75,86,3.21,NC,1693631052
503,albemarle,35.3501,-80.2001,18.6,92,0,0.0,US,1693631053
504,egilsstadir,65.2653,-14.3948,13.95,72,75,11.83,IS,1693631053
505,illizi,26.4833,8.4667,31.89,22,9,7.34,DZ,1693631053
506,rongelap,11.1635,166.8941,28.68,75,100,3.45,MH,1693631054
507,likiep,9.8251,169.3107,28.81,71,85,0.61,MH,1693631054
508,clemencia,10.5665,-75.325,28.65,90,5,4.87,CO,1693631054
509,tanguieta,10.6212,1.2665,22.78,97,86,2.36,BJ,1693631055
510,tiptur,13.2586,76.4783,26.96,62,72,3.08,IN,1693631055
511,steinbach,50.1667,8.5667,15.32,94,100,0.51,DE,1693631055
512,fort mcmurray,56.7268,-111.381,17.77,59,0,3.09,CA,1693630810
513,laramie,41.3114,-105.5911,18.86,59,76,1.63,US,1693630795
514,vammala,61.3333,22.9,13.58,92,52,2.26,FI,1693631056
515,manokwari,-0.8667,134.0833,28.49,72,67,2.3,ID,1693630779
516,carutapera,-1.195,-46.02,25.78,72,0,4.17,BR,1693631057
517,ilek,51.5271,53.3831,17.33,60,70,5.48,RU,1693631058
518,guangshui,31.6199,113.9978,28.33,51,98,4.76,CN,1693631058
519,kurgan,55.45,65.3333,14.41,78,92,6.26,RU,1693630823
520,montelibano,7.9829,-75.4229,25.38,95,53,2.13,CO,1693630879
521,muravlenko,63.7898,74.523,14.19,46,1,4.56,RU,1693631059
522,san andres,12.5847,-81.7006,30.01,84,20,4.63,CO,1693630992
523,san luis de la loma,17.2706,-100.8939,26.76,81,100,2.2,MX,1693631060
524,canacona,14.9959,74.0506,26.74,78,96,3.1,IN,1693631060
525,shyshaky,49.8817,34.0112,18.04,67,23,4.64,UA,1693631061
526,picota,-6.9197,-76.3304,22.48,87,24,0.21,PE,1693631061
527,"laikit, laikit ii (dimembe)",1.4792,124.9735,32.47,40,40,5.66,ID,1693631061
528,ceres,37.5949,-120.9577,20.68,70,20,6.17,US,1693631020
529,dzuunharaa,48.8523,106.4579,22.25,63,47,3.01,MN,1693631062
530,sivrihisar,39.4504,31.5341,19.12,65,92,1.55,TR,1693631063
531,manay,7.215,126.5397,30.46,72,70,6.6,PH,1693631063
532,monze,-16.2833,27.4833,16.99,26,0,2.28,ZM,1693631063
533,kuala terengganu,5.3302,103.1408,29.97,84,20,2.24,MY,1693630892
534,okulovka,58.4008,33.2908,15.35,92,99,1.83,RU,1693631064
535,renfrew,55.872,-4.3925,12.97,93,75,1.03,GB,1693631065
536,capayan,-28.761,-66.0502,19.89,39,2,1.62,AR,1693631065
537,aasiaat,68.7098,-52.8699,-0.47,86,87,5.89,GL,1693631065
538,spoleto,42.7448,12.7374,16.57,73,72,1.64,IT,1693631066
539,zeya,53.75,127.2667,12.09,74,100,3.96,RU,1693631067
540,posto fiscal rolim de moura,-13.0833,-62.2667,24.8,72,25,1.01,BR,1693631067
541,bandar-e anzali,37.4727,49.4622,26.06,72,0,1.15,IR,1693631068
542,plastun,44.7561,136.2939,25.61,50,8,3.38,RU,1693631068
543,caleta olivia,-46.4393,-67.5281,5.25,56,89,4.83,AR,1693631068
544,sona,45.4388,10.8255,17.75,90,0,1.03,IT,1693631069
545,woodstock,43.1334,-80.7497,14.38,86,13,2.33,CA,1693630918
546,cartagena,10.3997,-75.5144,28.79,89,0,4.12,CO,1693630962
547,yulin,22.6333,110.15,23.24,93,100,5.31,CN,1693630835
548,ilula,-7.6766,36.0366,13.3,81,27,2.77,TZ,1693631070
549,awjilah,29.1081,21.2869,27.04,39,0,3.87,LY,1693631070
